CONTIGS;total_genes;viral_genes;checkv_quality;completeness
NODE_A1385_length_1277_cov_10.014167_CE24;0;0;Not-determined;NA
NODE_A1386_length_1277_cov_8.881667_CE24;1;0;Not-determined;NA
NODE_A1387_length_1276_cov_24.954962_CE24;2;0;Not-determined;NA
NODE_A1388_length_1276_cov_17.528774_CE24;1;0;Not-determined;NA
NODE_A1389_length_1276_cov_14.490409_CE24;1;0;Not-determined;NA
NODE_A1390_length_1276_cov_12.884904_CE24;2;0;Not-determined;NA
NODE_A1393_length_1275_cov_14.680301_CE24;0;0;Not-determined;NA
NODE_A1394_length_1275_cov_11.560935_CE24;3;0;Low-quality;0,86
NODE_A1395_length_1275_cov_10.058431_CE24;1;0;Not-determined;NA
NODE_A1396_length_1274_cov_37.137009_CE24;2;0;Not-determined;NA
NODE_A1397_length_1274_cov_26.362573_CE24;2;1;Low-quality;1,04
NODE_A1398_length_1274_cov_18.037594_CE24;1;0;Not-determined;NA
NODE_A1399_length_1274_cov_17.199666_CE24;1;0;Not-determined;NA
NODE_A1400_length_1274_cov_13.482038_CE24;1;0;Not-determined;NA
NODE_A1401_length_1274_cov_11.304094_CE24;1;0;Not-determined;NA
NODE_A1402_length_1274_cov_7.678363_CE24;1;0;Not-determined;NA
NODE_A1403_length_1274_cov_6.632414_CE24;1;0;Not-determined;NA
NODE_A1404_length_1274_cov_5.689223_CE24;1;0;Not-determined;NA
NODE_A1405_length_1273_cov_19.740803_CE24;2;0;Low-quality;3,37
NODE_A1406_length_1273_cov_6.285953_CE24;1;0;Not-determined;NA
NODE_A1407_length_1272_cov_54.732218_CE24;2;0;Not-determined;NA
NODE_A1410_length_1272_cov_10.798326_CE24;3;0;Not-determined;NA
NODE_A1411_length_1272_cov_6.017573_CE24;2;1;Low-quality;0,10
NODE_A1412_length_1272_cov_5.733891_CE24;3;0;Not-determined;NA
NODE_A1413_length_1272_cov_4.784937_CE24;0;0;Not-determined;NA
NODE_B61_length_1272_cov_5.762343_CE24;3;0;Not-determined;NA
NODE_A1414_length_1271_cov_25.295645_CE24;1;0;Not-determined;NA
NODE_A1416_length_1270_cov_31.155909_CE24;1;0;Not-determined;NA
NODE_A1417_length_1270_cov_18.972339_CE24;2;0;Not-determined;NA
NODE_A1418_length_1270_cov_11.366303_CE24;1;0;Not-determined;NA
NODE_A1420_length_1269_cov_17.332215_CE24;1;0;Not-determined;NA
NODE_A1421_length_1269_cov_8.747483_CE24;0;0;Not-determined;NA
NODE_A1422_length_1269_cov_5.295302_CE24;1;0;Not-determined;NA
NODE_A1424_length_1268_cov_13.680940_CE24;0;0;Not-determined;NA
NODE_A1425_length_1268_cov_12.234257_CE24;2;0;Not-determined;NA
NODE_A1426_length_1268_cov_5.785055_CE24;1;0;Not-determined;NA
NODE_A1427_length_1267_cov_27.586555_CE24;2;0;Not-determined;NA
NODE_A1428_length_1267_cov_20.666387_CE24;1;0;Not-determined;NA
NODE_A1430_length_1267_cov_5.354622_CE24;1;0;Not-determined;NA
NODE_A1431_length_1266_cov_11.492010_CE24;1;0;Not-determined;NA
NODE_A1432_length_1266_cov_9.131203_CE24;0;0;Not-determined;NA
NODE_A1433_length_1266_cov_9.005887_CE24;1;0;Not-determined;NA
NODE_A1434_length_1265_cov_14.871212_CE24;1;0;Not-determined;NA
NODE_A1435_length_1265_cov_14.099327_CE24;2;0;Not-determined;NA
NODE_A1436_length_1265_cov_9.521044_CE24;1;0;Not-determined;NA
NODE_A1437_length_1265_cov_7.389731_CE24;1;0;Not-determined;NA
NODE_A1438_length_1264_cov_15.649537_CE24;1;0;Not-determined;NA
NODE_A1439_length_1264_cov_14.684920_CE24;1;0;Not-determined;NA
NODE_A1440_length_1264_cov_10.709351_CE24;1;0;Not-determined;NA
NODE_A1441_length_1264_cov_9.468408_CE24;1;1;Low-quality;0,78
NODE_A1442_length_1264_cov_9.131424_CE24;1;0;Not-determined;NA
NODE_A1443_length_1264_cov_4.847515_CE24;1;0;Not-determined;NA
NODE_A1444_length_1263_cov_19.719224_CE24;1;0;Not-determined;NA
NODE_A1445_length_1263_cov_18.362563_CE24;1;0;Not-determined;NA
NODE_A1446_length_1263_cov_6.278246_CE24;2;1;Not-determined;NA
NODE_A1448_length_1262_cov_17.275949_CE24;1;0;Not-determined;NA
NODE_A1449_length_1262_cov_14.556118_CE24;1;0;Not-determined;NA
NODE_A1450_length_1262_cov_10.996624_CE24;1;0;Not-determined;NA
NODE_A1451_length_1262_cov_10.688608_CE24;1;1;Not-determined;NA
NODE_A1453_length_1261_cov_10.976351_CE24;1;0;Not-determined;NA
NODE_A1454_length_1261_cov_8.213682_CE24;2;0;Not-determined;NA
NODE_A1455_length_1261_cov_4.806588_CE24;1;0;Not-determined;NA
NODE_A1456_length_1260_cov_37.049028_CE24;1;0;Not-determined;NA
NODE_A1459_length_1259_cov_28.311337_CE24;2;0;Not-determined;NA
NODE_A1460_length_1259_cov_17.889171_CE24;2;0;Low-quality;20,30
NODE_A1461_length_1259_cov_9.495770_CE24;2;0;Not-determined;NA
NODE_A1462_length_1259_cov_8.683587_CE24;1;0;Not-determined;NA
NODE_A1463_length_1259_cov_8.513536_CE24;1;1;Not-determined;NA
NODE_A1464_length_1259_cov_7.178511_CE24;4;0;Not-determined;NA
NODE_A1465_length_1259_cov_4.831641_CE24;1;0;Not-determined;NA
NODE_A1466_length_1258_cov_17.930567_CE24;1;0;Not-determined;NA
NODE_A1467_length_1258_cov_15.256562_CE24;1;0;Not-determined;NA
NODE_A1468_length_1258_cov_9.248095_CE24;1;0;Not-determined;NA
NODE_A1469_length_1257_cov_25.019492_CE24;2;1;Not-determined;NA
NODE_A1470_length_1257_cov_15.827966_CE24;2;0;Not-determined;NA
NODE_A1471_length_1257_cov_12.396610_CE24;1;0;Not-determined;NA
NODE_A1472_length_1257_cov_10.701695_CE24;1;0;Not-determined;NA
NODE_A1473_length_1257_cov_8.782203_CE24;0;0;Not-determined;NA
NODE_A1474_length_1257_cov_4.495763_CE24;0;0;Not-determined;NA
NODE_A1475_length_1256_cov_54.601357_CE24;1;0;Not-determined;NA
NODE_A1476_length_1256_cov_13.938083_CE24;2;0;Not-determined;NA
NODE_A1477_length_1256_cov_10.677693_CE24;1;0;Not-determined;NA
NODE_A1478_length_1256_cov_10.167939_CE24;2;0;Not-determined;NA
NODE_A1479_length_1255_cov_14.556876_CE24;0;0;Not-determined;NA
NODE_A1480_length_1255_cov_13.799660_CE24;0;0;Not-determined;NA
NODE_A1481_length_1255_cov_12.028862_CE24;1;0;Not-determined;NA
NODE_A1482_length_1255_cov_9.475382_CE24;2;0;Not-determined;NA
NODE_A1483_length_1255_cov_7.114601_CE24;1;0;Not-determined;NA
NODE_A1485_length_1254_cov_6.892099_CE24;1;0;Not-determined;NA
NODE_A1488_length_1253_cov_12.676020_CE24;1;0;Not-determined;NA
NODE_A1489_length_1253_cov_10.415816_CE24;1;0;Not-determined;NA
NODE_A1490_length_1253_cov_9.590136_CE24;1;0;Not-determined;NA
NODE_A1491_length_1253_cov_7.162415_CE24;2;0;Not-determined;NA
NODE_A1492_length_1252_cov_23.540426_CE24;1;1;Not-determined;NA
NODE_A1493_length_1252_cov_16.892766_CE24;1;0;Not-determined;NA
NODE_A1495_length_1252_cov_13.395745_CE24;1;0;Not-determined;NA
NODE_A1496_length_1252_cov_13.160851_CE24;1;0;Not-determined;NA
NODE_A1497_length_1252_cov_12.313191_CE24;1;0;Not-determined;NA
NODE_A1498_length_1252_cov_11.163404_CE24;0;0;Not-determined;NA
NODE_A1499_length_1252_cov_11.157447_CE24;1;0;Not-determined;NA
NODE_A1500_length_1252_cov_9.108936_CE24;1;0;Not-determined;NA
NODE_A1501_length_1252_cov_8.479149_CE24;1;0;Not-determined;NA
NODE_A1502_length_1252_cov_7.709787_CE24;1;0;Not-determined;NA
NODE_A1503_length_1252_cov_7.339574_CE24;1;0;Not-determined;NA
NODE_A1504_length_1252_cov_7.247660_CE24;3;0;Not-determined;NA
NODE_A1506_length_1251_cov_24.043441_CE24;1;0;Not-determined;NA
NODE_A1507_length_1251_cov_14.271721_CE24;1;0;Not-determined;NA
NODE_A1508_length_1251_cov_14.096252_CE24;2;0;Not-determined;NA
NODE_A1509_length_1251_cov_11.009370_CE24;1;0;Not-determined;NA
NODE_A1510_length_1250_cov_28.578858_CE24;1;0;Not-determined;NA
NODE_A1512_length_1250_cov_11.052003_CE24;1;0;Not-determined;NA
NODE_A1513_length_1249_cov_32.712457_CE24;1;0;Not-determined;NA
NODE_A1515_length_1249_cov_22.962457_CE24;1;0;Not-determined;NA
NODE_A1516_length_1249_cov_11.667235_CE24;3;0;Not-determined;NA
NODE_A1517_length_1249_cov_7.596416_CE24;1;0;Not-determined;NA
NODE_A1518_length_1249_cov_7.449659_CE24;0;0;Not-determined;NA
NODE_A1519_length_1249_cov_6.484642_CE24;0;0;Not-determined;NA
NODE_A1521_length_1248_cov_22.029889_CE24;1;0;Not-determined;NA
NODE_A1522_length_1248_cov_13.432963_CE24;1;0;Not-determined;NA
NODE_A1523_length_1248_cov_9.135781_CE24;1;0;Not-determined;NA
NODE_A1524_length_1248_cov_8.389411_CE24;1;0;Not-determined;NA
NODE_A1525_length_1248_cov_7.901793_CE24;1;0;Not-determined;NA
NODE_A1526_length_1248_cov_7.225448_CE24;1;0;Not-determined;NA
NODE_A1527_length_1248_cov_6.989752_CE24;0;0;Not-determined;NA
NODE_A1528_length_1247_cov_37.441880_CE24;1;0;Not-determined;NA
NODE_A1529_length_1247_cov_23.636752_CE24;1;0;Not-determined;NA
NODE_A1530_length_1247_cov_18.967521_CE24;1;0;Not-determined;NA
NODE_A1531_length_1247_cov_18.271795_CE24;1;1;Low-quality;37,35
NODE_A1533_length_1247_cov_9.394872_CE24;0;0;Not-determined;NA
NODE_A1534_length_1247_cov_5.158974_CE24;1;0;Not-determined;NA
NODE_A1535_length_1246_cov_16.320787_CE24;1;0;Not-determined;NA
NODE_A1536_length_1246_cov_10.478186_CE24;1;1;Not-determined;NA
NODE_A1537_length_1245_cov_13.178938_CE24;1;0;Not-determined;NA
NODE_A1538_length_1245_cov_8.771404_CE24;1;0;Not-determined;NA
NODE_A1539_length_1244_cov_38.227078_CE24;2;0;Not-determined;NA
NODE_A1540_length_1244_cov_22.271637_CE24;1;0;Not-determined;NA
NODE_A1541_length_1244_cov_19.542416_CE24;3;0;Not-determined;NA
NODE_A1542_length_1244_cov_7.834619_CE24;1;0;Not-determined;NA
NODE_A1543_length_1244_cov_5.936590_CE24;1;0;Not-determined;NA
NODE_A1545_length_1243_cov_14.686106_CE24;1;0;Not-determined;NA
NODE_A1546_length_1243_cov_14.090051_CE24;1;0;Not-determined;NA
NODE_A1547_length_1243_cov_12.401372_CE24;2;0;Not-determined;NA
NODE_A1548_length_1243_cov_11.021441_CE24;1;0;Not-determined;NA
NODE_A1549_length_1243_cov_6.007719_CE24;0;0;Not-determined;NA
NODE_A1550_length_1242_cov_6.515021_CE24;2;0;Not-determined;NA
NODE_A1551_length_1241_cov_25.375430_CE24;2;0;Not-determined;NA
NODE_A1552_length_1241_cov_21.872852_CE24;1;0;Not-determined;NA
NODE_A1554_length_1241_cov_13.497423_CE24;1;0;Not-determined;NA
NODE_A1555_length_1241_cov_8.578179_CE24;2;0;Not-determined;NA
NODE_A1556_length_1241_cov_8.371993_CE24;1;0;Not-determined;NA
NODE_A1557_length_1241_cov_7.804124_CE24;1;0;Not-determined;NA
NODE_A1558_length_1241_cov_7.029210_CE24;2;0;Not-determined;NA
NODE_A1559_length_1241_cov_5.553265_CE24;1;0;Not-determined;NA
NODE_A1560_length_1241_cov_5.474227_CE24;4;0;Not-determined;NA
NODE_A1561_length_1241_cov_4.072165_CE24;1;0;Not-determined;NA
NODE_A1562_length_1240_cov_18.251075_CE24;2;0;Not-determined;NA
NODE_A1565_length_1240_cov_9.899398_CE24;1;0;Not-determined;NA
NODE_A1567_length_1240_cov_5.509888_CE24;1;0;Not-determined;NA
NODE_A1568_length_1239_cov_8.822719_CE24;2;0;Not-determined;NA
NODE_A1569_length_1239_cov_7.792599_CE24;0;0;Not-determined;NA
NODE_A1571_length_1238_cov_12.736434_CE24;1;0;Not-determined;NA
NODE_A1572_length_1238_cov_11.899225_CE24;1;0;Not-determined;NA
NODE_A1573_length_1238_cov_10.731266_CE24;0;0;Not-determined;NA
NODE_A1576_length_1237_cov_12.482759_CE24;1;0;Not-determined;NA
NODE_A1577_length_1237_cov_10.981034_CE24;1;0;Not-determined;NA
NODE_A1578_length_1237_cov_10.637069_CE24;1;0;Not-determined;NA
NODE_A1579_length_1237_cov_7.756897_CE24;3;3;Low-quality;2,78
NODE_A1580_length_1237_cov_6.818103_CE24;1;0;Not-determined;NA
NODE_A1581_length_1237_cov_6.044828_CE24;0;0;Not-determined;NA
NODE_A1583_length_1236_cov_20.478861_CE24;2;0;Not-determined;NA
NODE_A1584_length_1236_cov_19.517688_CE24;2;1;Low-quality;0,76
NODE_A1585_length_1236_cov_13.992235_CE24;1;0;Not-determined;NA
NODE_A1586_length_1236_cov_12.548749_CE24;1;0;Not-determined;NA
NODE_A1587_length_1236_cov_10.684211_CE24;3;0;Low-quality;2,56
NODE_A1588_length_1235_cov_15.729706_CE24;2;0;Not-determined;NA
NODE_A1589_length_1235_cov_11.551813_CE24;1;0;Not-determined;NA
NODE_A1590_length_1235_cov_8.860104_CE24;2;0;Not-determined;NA
NODE_A1591_length_1235_cov_8.333333_CE24;2;0;Not-determined;NA
NODE_A1592_length_1234_cov_20.030251_CE24;2;0;Not-determined;NA
NODE_A1593_length_1234_cov_7.059637_CE24;1;0;Not-determined;NA
NODE_A1594_length_1233_cov_41.754325_CE24;3;1;Low-quality;0,65
NODE_A1595_length_1233_cov_19.307958_CE24;4;1;Low-quality;0,35
NODE_A1596_length_1232_cov_34.354113_CE24;1;0;Not-determined;NA
NODE_A1597_length_1232_cov_7.733333_CE24;3;0;Not-determined;NA
NODE_A1598_length_1231_cov_20.775563_CE24;1;0;Not-determined;NA
NODE_A1599_length_1231_cov_10.713172_CE24;3;0;Not-determined;NA
NODE_A1600_length_1231_cov_9.591854_CE24;0;0;Not-determined;NA
NODE_A1602_length_1230_cov_22.736340_CE24;3;0;Low-quality;0,79
NODE_A1603_length_1230_cov_14.190807_CE24;2;0;Not-determined;NA
NODE_A1604_length_1230_cov_13.923677_CE24;1;0;Not-determined;NA
NODE_A1605_length_1230_cov_11.615785_CE24;1;0;Not-determined;NA
NODE_B74_length_1230_cov_2.420642_CE24;0;0;Not-determined;NA
NODE_A1607_length_1229_cov_13.234375_CE24;2;0;Not-determined;NA
NODE_A1608_length_1229_cov_11.771701_CE24;2;0;Not-determined;NA
NODE_A1609_length_1229_cov_11.110243_CE24;3;0;Not-determined;NA
NODE_A1610_length_1229_cov_3.623264_CE24;6;0;Not-determined;NA
NODE_A1611_length_1228_cov_34.207646_CE24;0;0;Not-determined;NA
NODE_A1612_length_1228_cov_24.580365_CE24;1;0;Not-determined;NA
NODE_A1613_length_1228_cov_15.410947_CE24;1;0;Not-determined;NA
NODE_A1614_length_1228_cov_14.629018_CE24;1;0;Not-determined;NA
NODE_A1616_length_1228_cov_12.414422_CE24;1;0;Not-determined;NA
NODE_A1617_length_1228_cov_8.688966_CE24;3;0;Not-determined;NA
NODE_A1618_length_1228_cov_8.180712_CE24;2;0;Not-determined;NA
NODE_A1619_length_1228_cov_6.745439_CE24;0;0;Not-determined;NA
NODE_A1620_length_1228_cov_4.827107_CE24;1;0;Not-determined;NA
NODE_A1621_length_1227_cov_27.517391_CE24;1;0;Not-determined;NA
NODE_A1622_length_1227_cov_27.170435_CE24;1;0;Not-determined;NA
NODE_A1623_length_1227_cov_17.833913_CE24;2;0;Not-determined;NA
NODE_A1624_length_1227_cov_14.754783_CE24;4;0;Not-determined;NA
NODE_A1625_length_1227_cov_9.424348_CE24;1;0;Not-determined;NA
NODE_A1626_length_1227_cov_5.350435_CE24;1;0;Not-determined;NA
NODE_A1627_length_1226_cov_22.871192_CE24;1;0;Not-determined;NA
NODE_A1628_length_1226_cov_12.576153_CE24;2;0;Not-determined;NA
NODE_A1629_length_1226_cov_12.427328_CE24;0;0;Not-determined;NA
NODE_A1630_length_1226_cov_11.322889_CE24;1;0;Not-determined;NA
NODE_A1631_length_1226_cov_7.487380_CE24;1;0;Not-determined;NA
NODE_A1632_length_1226_cov_6.859008_CE24;1;0;Not-determined;NA
NODE_A1633_length_1226_cov_6.630983_CE24;1;0;Not-determined;NA
NODE_A1634_length_1226_cov_5.186249_CE24;1;0;Not-determined;NA
NODE_A1636_length_1225_cov_20.048780_CE24;2;1;Low-quality;0,75
NODE_A1637_length_1225_cov_13.210801_CE24;1;0;Not-determined;NA
NODE_A1638_length_1225_cov_10.475610_CE24;3;0;Not-determined;NA
NODE_A1639_length_1225_cov_8.608885_CE24;1;0;Not-determined;NA
NODE_A1640_length_1224_cov_18.018309_CE24;1;0;Not-determined;NA
NODE_A1641_length_1224_cov_13.515257_CE24;1;0;Not-determined;NA
NODE_A1642_length_1224_cov_12.581517_CE24;1;0;Not-determined;NA
NODE_A1644_length_1223_cov_32.741710_CE24;0;0;Not-determined;NA
NODE_A1645_length_1223_cov_22.687609_CE24;1;0;Not-determined;NA
NODE_A1646_length_1223_cov_17.732112_CE24;1;0;Not-determined;NA
NODE_A1648_length_1223_cov_7.611693_CE24;1;0;Not-determined;NA
NODE_A1649_length_1223_cov_7.449389_CE24;1;0;Not-determined;NA
NODE_A1650_length_1222_cov_29.750218_CE24;1;0;Not-determined;NA
NODE_A1651_length_1222_cov_12.807860_CE24;1;1;Not-determined;NA
NODE_A1652_length_1222_cov_11.732751_CE24;1;0;Not-determined;NA
NODE_A1653_length_1222_cov_11.721397_CE24;1;0;Not-determined;NA
NODE_A1654_length_1222_cov_10.734498_CE24;1;0;Not-determined;NA
NODE_A1655_length_1222_cov_9.848035_CE24;1;0;Not-determined;NA
NODE_A1656_length_1222_cov_9.584279_CE24;1;0;Not-determined;NA
NODE_A1657_length_1222_cov_5.709170_CE24;1;0;Not-determined;NA
NODE_A1658_length_1221_cov_15.227273_CE24;1;0;Not-determined;NA
NODE_A1659_length_1221_cov_12.470280_CE24;2;0;Not-determined;NA
NODE_A1660_length_1221_cov_11.096154_CE24;1;0;Not-determined;NA
NODE_A1661_length_1221_cov_9.826923_CE24;2;0;Not-determined;NA
NODE_A1662_length_1221_cov_8.342657_CE24;1;0;Not-determined;NA
NODE_A1663_length_1221_cov_6.903846_CE24;1;0;Not-determined;NA
NODE_A1664_length_1221_cov_4.895979_CE24;1;0;Not-determined;NA
NODE_A1665_length_1221_cov_4.608392_CE24;1;0;Not-determined;NA
NODE_A1667_length_1220_cov_17.433946_CE24;1;0;Not-determined;NA
NODE_A1668_length_1220_cov_15.010499_CE24;1;0;Not-determined;NA
NODE_A1669_length_1220_cov_14.707787_CE24;1;0;Not-determined;NA
NODE_A1672_length_1220_cov_3.573053_CE24;0;0;Not-determined;NA
NODE_A1673_length_1219_cov_19.436953_CE24;2;0;Not-determined;NA
NODE_A1674_length_1219_cov_16.363398_CE24;2;1;Low-quality;2,96
NODE_A1675_length_1219_cov_13.514886_CE24;1;0;Not-determined;NA
NODE_A1677_length_1218_cov_7.586328_CE24;1;0;Not-determined;NA
NODE_A1680_length_1217_cov_14.732456_CE24;2;0;Not-determined;NA
NODE_A1681_length_1217_cov_10.800877_CE24;1;0;Not-determined;NA
NODE_A1682_length_1217_cov_10.577193_CE24;2;0;Not-determined;NA
NODE_A1683_length_1217_cov_9.684211_CE24;1;0;Not-determined;NA
NODE_A1685_length_1217_cov_7.581579_CE24;0;0;Not-determined;NA
NODE_A1686_length_1216_cov_20.739245_CE24;1;0;Not-determined;NA
NODE_A1687_length_1216_cov_20.099210_CE24;1;0;Not-determined;NA
NODE_A1688_length_1216_cov_18.071115_CE24;1;0;Not-determined;NA
NODE_A1689_length_1216_cov_16.267779_CE24;1;0;Not-determined;NA
NODE_A1690_length_1216_cov_15.408253_CE24;2;0;Not-determined;NA
NODE_A1691_length_1216_cov_13.609306_CE24;1;0;Not-determined;NA
NODE_A1692_length_1216_cov_13.021949_CE24;1;1;Not-determined;NA
NODE_A1695_length_1216_cov_7.279192_CE24;1;0;Not-determined;NA
NODE_A1697_length_1215_cov_13.931459_CE24;2;0;Not-determined;NA
NODE_A1698_length_1215_cov_12.336555_CE24;1;0;Not-determined;NA
NODE_A1699_length_1215_cov_10.961336_CE24;1;0;Not-determined;NA
NODE_A1700_length_1215_cov_10.400703_CE24;1;0;Not-determined;NA
NODE_A1701_length_1215_cov_9.621265_CE24;1;0;Not-determined;NA
NODE_A1702_length_1215_cov_9.159930_CE24;1;0;Not-determined;NA
NODE_A1703_length_1215_cov_6.394552_CE24;0;0;Not-determined;NA
NODE_A1705_length_1214_cov_19.612137_CE24;2;0;Not-determined;NA
NODE_A1706_length_1214_cov_10.692172_CE24;2;0;Not-determined;NA
NODE_A1707_length_1214_cov_9.499560_CE24;1;0;Not-determined;NA
NODE_A1708_length_1214_cov_9.436236_CE24;1;0;Not-determined;NA
NODE_A1709_length_1214_cov_9.328056_CE24;1;0;Not-determined;NA
NODE_A1710_length_1214_cov_4.910290_CE24;1;0;Not-determined;NA
NODE_A1711_length_1213_cov_31.036972_CE24;1;0;Not-determined;NA
NODE_A1712_length_1213_cov_19.812500_CE24;2;0;Not-determined;NA
NODE_A1713_length_1213_cov_16.161092_CE24;1;0;Not-determined;NA
NODE_A1715_length_1213_cov_13.088028_CE24;2;0;Not-determined;NA
NODE_A1716_length_1213_cov_11.343310_CE24;2;0;Not-determined;NA
NODE_A1717_length_1213_cov_10.441901_CE24;3;0;Not-determined;NA
NODE_A1718_length_1213_cov_9.307218_CE24;1;0;Not-determined;NA
NODE_A1719_length_1213_cov_6.767606_CE24;1;0;Not-determined;NA
NODE_A1720_length_1213_cov_6.519366_CE24;0;0;Not-determined;NA
NODE_A1721_length_1213_cov_6.261444_CE24;0;0;Not-determined;NA
NODE_A1722_length_1213_cov_4.258803_CE24;1;0;Not-determined;NA
NODE_A1723_length_1213_cov_3.198944_CE24;1;0;Not-determined;NA
NODE_B82_length_1213_cov_3.667254_CE24;2;0;Not-determined;NA
NODE_A1724_length_1212_cov_59.577974_CE24;2;0;Not-determined;NA
NODE_A1725_length_1212_cov_33.081057_CE24;1;0;Not-determined;NA
NODE_A1726_length_1212_cov_15.755066_CE24;1;0;Not-determined;NA
NODE_A1727_length_1212_cov_13.600000_CE24;0;0;Not-determined;NA
NODE_A1729_length_1212_cov_7.385022_CE24;1;0;Not-determined;NA
NODE_A1730_length_1212_cov_6.852863_CE24;2;1;Not-determined;NA
NODE_A1731_length_1212_cov_5.607930_CE24;1;0;Not-determined;NA
NODE_A1732_length_1212_cov_4.493392_CE24;1;0;Not-determined;NA
NODE_B83_length_1212_cov_6.481938_CE24;3;0;Not-determined;NA
NODE_A1733_length_1211_cov_36.457672_CE24;2;2;Low-quality;1,55
NODE_A1734_length_1211_cov_28.077601_CE24;2;0;Not-determined;NA
NODE_A1735_length_1211_cov_25.399471_CE24;1;0;Not-determined;NA
NODE_A1736_length_1211_cov_23.512346_CE24;1;1;Low-quality;2,41
NODE_A1738_length_1211_cov_21.895062_CE24;2;0;Not-determined;NA
NODE_A1739_length_1211_cov_11.499118_CE24;1;0;Not-determined;NA
NODE_A1740_length_1211_cov_10.708995_CE24;1;0;Not-determined;NA
NODE_A1741_length_1211_cov_7.412698_CE24;1;0;Not-determined;NA
NODE_A1742_length_1211_cov_4.978836_CE24;1;0;Not-determined;NA
NODE_A1743_length_1210_cov_16.691086_CE24;2;0;Not-determined;NA
NODE_A1745_length_1210_cov_12.007944_CE24;2;0;Not-determined;NA
NODE_A1746_length_1210_cov_8.781112_CE24;2;0;Not-determined;NA
NODE_A1748_length_1210_cov_5.129744_CE24;1;0;Not-determined;NA
NODE_A1749_length_1209_cov_12.480565_CE24;1;0;Not-determined;NA
NODE_A1750_length_1209_cov_6.868375_CE24;1;0;Not-determined;NA
NODE_A1751_length_1209_cov_6.522968_CE24;2;0;Not-determined;NA
NODE_A1752_length_1208_cov_34.952255_CE24;1;0;Not-determined;NA
NODE_A1753_length_1208_cov_26.122016_CE24;1;0;Not-determined;NA
NODE_A1754_length_1208_cov_17.605659_CE24;1;0;Not-determined;NA
NODE_A1755_length_1208_cov_5.824050_CE24;1;0;Not-determined;NA
NODE_A1756_length_1207_cov_17.910619_CE24;2;0;Not-determined;NA
NODE_A1757_length_1207_cov_17.591150_CE24;1;0;Not-determined;NA
NODE_A1759_length_1207_cov_11.915044_CE24;1;0;Not-determined;NA
NODE_A1760_length_1207_cov_11.753097_CE24;1;0;Not-determined;NA
NODE_A1761_length_1207_cov_11.052212_CE24;1;0;Not-determined;NA
NODE_A1762_length_1207_cov_9.417699_CE24;1;0;Not-determined;NA
NODE_A1763_length_1207_cov_8.197345_CE24;1;0;Not-determined;NA
NODE_A1764_length_1207_cov_6.497345_CE24;1;0;Not-determined;NA
NODE_A1765_length_1207_cov_5.943363_CE24;1;0;Not-determined;NA
NODE_A1766_length_1206_cov_14.485385_CE24;1;0;Not-determined;NA
NODE_A1767_length_1206_cov_9.558016_CE24;1;0;Not-determined;NA
NODE_A1768_length_1206_cov_5.074402_CE24;2;1;Not-determined;NA
NODE_A1769_length_1206_cov_2.760850_CE24;1;0;Not-determined;NA
NODE_A1771_length_1205_cov_16.455674_CE24;1;0;Not-determined;NA
NODE_A1772_length_1205_cov_9.231383_CE24;1;0;Not-determined;NA
NODE_A1773_length_1205_cov_6.927305_CE24;1;0;Not-determined;NA
NODE_A1774_length_1205_cov_6.574468_CE24;3;0;Not-determined;NA
NODE_A1775_length_1204_cov_13.026619_CE24;1;0;Not-determined;NA
NODE_A1776_length_1204_cov_10.403727_CE24;1;0;Not-determined;NA
